ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Time_taken(min),Distance_bet_rest_delivery_km,order_Drinks ,order_Meal ,order_Snack ,vehicle_electric_scooter ,vehicle_motorcycle ,vehicle_scooter 
70C4,CHENRES010DEL01,35,4.9,26,10.844039790363246,False,False,True,False,True,False
4BA9,SURRES03DEL03,27,4.8,29,13.65962523175805,False,False,False,False,True,False
96C5,PUNERES01DEL01,22,4.8,12,6.1177745597423066,False,False,True,False,True,False
CA41,BHPRES03DEL03,20,4.6,13,4.523953567053301,False,False,True,False,False,True
3857,MYSRES07DEL02,39,4.9,21,12.410398980987171,False,True,False,False,True,False
B36A,BANGRES18DEL01,33,4.9,18,6.198608309962828,False,True,False,False,False,True
4D65,SURRES05DEL01,22,4.7,17,1.5179788839585027,False,False,False,False,True,False
763D,BANGRES18DEL02,31,5.0,46,7.748186179830032,False,True,False,False,True,False
C989,ALHRES01DEL02,28,4.6,15,19.44658179178909,False,False,True,False,True,False
891F,HYDRES13DEL01,21,4.8,25,16.873028456138556,False,True,False,False,False,True
2880,COIMBRES07DEL03,22,4.9,25,9.32995691639106,False,True,False,False,True,False
F20,HYDRES13DEL03,22,4.7,15,9.204061108012812,False,True,False,True,False,False
A345,MYSRES18DEL03,28,4.8,15,9.307757372287321,True,False,False,False,False,True
ABFD,COIMBRES03DEL02,38,4.8,18,7.774224002698605,False,False,False,False,False,True
915E,COIMBRES09DEL03,32,4.9,15,13.993521097863649,False,True,False,True,False,False
591E,JAPRES06DEL03,31,4.9,22,13.390446111325245,False,False,True,False,True,False
CF82,AGRRES06DEL03,21,4.7,20,9.414207472710387,True,False,False,False,True,False
79B5,COIMBRES010DEL02,23,4.5,24,12.43898094828522,False,False,True,False,False,True
CF62,AGRRES19DEL01,38,4.8,18,6.276138627413788,False,False,True,False,True,False
1CB5,VADRES08DEL02,25,4.8,30,12.552275755914394,False,False,False,False,True,False
B0EC,BANGRES07DEL02,39,4.1,32,7.747213511669852,False,False,False,False,True,False
CC1F,ALHRES08DEL02,24,4.8,23,11.968414641038796,False,False,False,True,False,False
4D67,MUMRES14DEL03,22,4.4,17,9.16087857490925,False,True,False,False,True,False
42EA,SURRES15DEL02,33,4.7,16,3.036047445255293,False,True,False,False,False,True
66CF,JAPRES01DEL01,37,4.9,38,10.41546336037908,True,False,False,False,False,True
581A,BANGRES19DEL02,28,4.9,27,20.143689599486173,False,False,False,False,False,True
A4D2,VADRES09DEL03,30,4.9,32,9.414207472710387,False,False,False,False,False,True
66FF,VADRES03DEL02,37,4.2,38,19.65858405722505,False,False,False,False,False,True
A3D8,PUNERES16DEL02,29,4.7,25,7.647789157646795,False,False,False,False,True,False
BE00,COIMBRES010DEL01,25,4.8,30,17.103069399168035,False,False,False,True,False,False
D3DA,AURGRES03DEL02,33,4.8,25,12.189959516932417,True,False,False,False,False,True
98CE,MUMRES01DEL03,27,4.7,12,4.581334800265241,False,True,False,False,True,False
B36B,RANCHIRES18DEL03,22,4.7,28,9.043263484069747,False,False,False,False,False,True
8835,COIMBRES20DEL01,30,3.0,34,17.10331819387933,True,False,False,False,True,False
527B,MUMRES19DEL01,22,4.1,38,16.796129650059807,True,False,False,False,True,False
4F6C,SURRES05DEL02,27,5.0,20,3.035910946211916,True,False,False,False,False,True
1541,MUMRES19DEL01,32,4.2,34,16.796129650059807,False,False,False,True,False,False
4E+60,COIMBRES19DEL01,20,5.0,16,1.554902837646469,False,True,False,False,True,False
37DC,HYDRES20DEL02,28,4.8,10,19.93768479044883,False,True,False,False,True,False
3057,INDORES08DEL02,20,4.5,16,12.082438179710314,True,False,False,False,True,False
4FE2,JAPRES07DEL02,28,4.5,15,7.443866993367354,False,True,False,False,True,False
8B8D,MYSRES17DEL02,37,4.6,28,12.410378640435475,True,False,False,False,True,False
D40A,KOCRES010DEL02,39,4.5,32,12.45777551163691,False,False,False,False,True,False
D984,KOLRES17DEL01,39,4.6,41,10.577818082109957,False,True,False,False,True,False
1E+31,SURRES09DEL01,29,4.9,29,16.695143788849723,False,True,False,False,True,False
A426,JAPRES05DEL02,34,4.9,24,11.903152806224751,False,False,False,False,False,True
DF66,LUDHRES19DEL02,23,4.9,25,7.31890486226614,True,False,False,False,True,False
5316,JAPRES19DEL01,39,5.0,19,5.951908012295787,False,False,True,False,True,False
B968,INDORES03DEL02,20,4.6,13,3.0206687990832064,True,False,False,False,False,True
A8C1,BANGRES04DEL02,30,4.6,28,7.747184339020532,False,False,False,False,False,True
206D,HYDRES17DEL03,34,4.3,44,13.80483330094055,False,True,False,False,False,True
7715,MUMRES09DEL02,33,3.5,34,12.220563865765206,True,False,False,False,False,True
E73,RANCHIRES13DEL02,29,4.6,37,12.05631692879874,False,False,True,False,True,False
5B04,COIMBRES08DEL03,38,4.7,28,13.993676750493023,False,True,False,False,True,False
193A,RANCHIRES16DEL03,32,3.7,39,13.563296444846623,True,False,False,False,False,True
3AEA,SURRES08DEL03,32,4.4,38,13.660196747006776,True,False,False,False,False,True
864D,JAPRES16DEL03,33,4.9,16,4.4650683810240395,True,False,False,False,True,False
9406,JAPRES19DEL03,36,4.1,48,20.827428182142093,True,False,False,False,True,False
8FAB,RANCHIRES03DEL01,28,4.8,15,17.259376716936664,False,True,False,False,True,False
84C9,VADRES08DEL01,20,5.0,10,17.259376716936664,True,False,False,False,True,False
8D1A,JAPRES07DEL02,22,5.0,24,11.909501860942648,True,False,False,False,True,False
4AD1,INDORES14DEL02,33,4.8,13,7.5510552166869065,False,True,False,False,False,True
7DB0,COIMBRES05DEL01,35,3.8,41,10.883786966709636,False,False,False,False,True,False
2455,VADRES12DEL01,36,3.7,41,17.259376716936664,False,False,False,False,False,True
5CEF,HYDRES010DEL01,23,4.8,18,1.5341210004813362,True,False,False,False,False,True
49C6,RANCHIRES11DEL01,24,4.3,34,10.550020338631688,False,False,True,False,False,True
8B99,COIMBRES19DEL01,26,4.7,28,17.102527788094463,False,False,False,False,True,False
89DE,COIMBRES13DEL02,24,4.8,33,12.438888796445049,False,False,True,False,True,False
AF80,RANCHIRES08DEL02,26,4.9,10,3.0146017669132554,False,False,True,False,True,False
2C39,VADRES04DEL03,37,5.0,28,4.707104052532131,True,False,False,False,True,False
CEAA,KOLRES08DEL02,37,4.4,49,7.556609070687137,False,False,False,False,True,False
4ED2,HYDRES06DEL02,29,4.7,22,19.939087238883076,False,True,False,False,False,True
1B47,INDORES19DEL03,36,4.7,25,9.061597007035509,False,False,True,False,True,False
5D0F,VADRES08DEL01,30,4.8,17,1.5690347154047224,False,False,True,False,False,True
6D6F,MYSRES16DEL02,39,4.7,29,7.756832982430433,True,False,False,False,True,False
3D6E,RANCHIRES05DEL02,27,4.7,27,12.057126334017665,False,True,False,False,True,False
7F42,SURRES20DEL02,31,4.8,28,19.731429221614068,False,True,False,False,False,True
20DD,RANCHIRES01DEL03,38,4.7,24,4.5208616651671925,False,False,True,False,False,True
42F7,CHENRES18DEL03,29,4.8,17,9.29651010180637,False,False,False,True,False,False
8457,RANCHIRES09DEL02,31,4.9,41,12.057293898875512,False,False,True,False,True,False
6E+64,BANGRES04DEL03,22,4.5,15,4.648400072771237,False,True,False,False,False,True
3F9D,RANCHIRES18DEL02,25,4.7,30,7.536180450634203,False,False,False,False,False,True
9900,INDORES03DEL02,38,4.7,25,19.630777254615126,False,True,False,False,True,False
18EC,MUMRES11DEL01,28,4.8,22,1.5277185791840686,False,False,False,True,False,False
48CE,INDORES01DEL03,38,4.1,32,4.5317745916199,False,False,True,False,False,True
594F,CHENRES03DEL03,30,4.8,17,13.941388211073699,False,True,False,False,False,True
9365,JAPRES05DEL01,33,4.7,20,10.415459469221599,False,False,False,False,False,True
7915,BANGRES13DEL01,26,4.2,38,10.846782182964,False,False,False,False,True,False
4FBA,RANCHIRES13DEL03,31,4.9,28,9.04254420895188,True,False,False,False,True,False
CA51,KNPRES06DEL02,31,4.8,49,20.397442775188328,True,False,False,False,False,True
3E+33,HYDRES09DEL01,35,4.3,49,16.87302018124156,False,False,False,False,True,False
4B19,PUNERES05DEL02,36,4.7,28,7.647645466260274,False,False,False,False,True,False
1184,BANGRES010DEL01,25,4.9,28,10.846831391713856,True,False,False,True,False,False
3078,COIMBRES19DEL01,23,4.8,15,6.219458576533027,False,False,True,False,False,True
98FF,RANCHIRES05DEL02,23,4.1,18,3.0145876920227987,True,False,False,False,True,False
27F0,MUMRES14DEL03,39,4.8,28,13.740737825926681,False,True,False,False,True,False
113F,INDORES16DEL03,22,4.9,28,9.061623571512106,True,False,False,False,True,False
B69F,BANGRES20DEL03,24,4.8,24,9.296679247291038,False,False,True,False,False,True
A402,CHENRES06DEL01,39,4.6,22,17.040382448586055,False,False,True,False,False,True
491,CHENRES01DEL02,29,4.6,27,20.140136453106805,False,False,False,True,False,False
FC2,COIMBRES010DEL03,37,4.7,41,13.993650241500593,False,False,False,False,False,True
5FF0,MUMRES11DEL03,29,4.6,29,4.5830282281129735,False,False,True,False,True,False
CBFF,KNPRES06DEL03,26,4.8,19,9.414207472710387,False,True,False,False,False,True
7FA9,CHENRES20DEL01,20,4.8,21,10.845941272791444,False,True,False,False,False,True
7711,MUMRES13DEL03,29,4.7,22,4.580670744184101,True,False,False,False,True,False
B75E,JAPRES010DEL03,33,4.2,34,20.826810752741334,False,False,True,False,False,True
DEE2,DEHRES01DEL01,37,4.0,39,10.983241696284244,True,False,False,False,True,False
D5E1,KNPRES15DEL02,32,4.5,30,2.9809448604624884,False,True,False,False,True,False
C861,KOCRES13DEL01,27,5.0,20,1.5574050628830869,False,True,False,False,False,True
BA10,HYDRES12DEL01,36,4.6,19,16.87311042078797,False,False,False,True,False,False
AD6E,RANCHIRES03DEL03,24,5.0,24,4.707104052532131,False,True,False,False,False,True
AC0F,INDORES17DEL02,21,4.9,11,3.0205754048362454,False,False,True,False,False,True
309F,INDORES06DEL02,23,4.6,13,3.020904843788388,False,True,False,False,True,False
6EFA,VADRES08DEL03,37,4.7,44,14.121309628180253,False,True,False,False,True,False
4D7F,BANGRES12DEL03,24,5.0,24,13.945492012958097,False,False,False,False,True,False
56B0,INDORES20DEL03,33,4.9,17,9.061995111687809,False,False,False,False,False,True
2F71,MYSRES20DEL01,33,4.6,31,6.205284711948613,True,False,False,False,False,True
83C2,JAPRES16DEL03,38,4.3,38,13.393659551411588,False,False,True,False,True,False
BB81,PUNERES05DEL02,31,5.0,34,7.647645466260274,True,False,False,False,False,True
7883,RANCHIRES09DEL03,22,4.6,11,9.043276670143035,False,False,True,False,True,False
D7A8,GOARES08DEL03,32,4.3,42,9.246103683049933,True,False,False,False,True,False
66F6,HYDRES13DEL02,33,3.8,36,19.94033887231402,False,False,False,True,False,False
25ED,INDORES05DEL02,23,5.0,26,12.082468598924104,False,False,True,False,True,False
ACB3,MUMRES010DEL02,29,4.4,32,12.220241481209044,False,False,False,False,True,False
74D9,VADRES04DEL03,22,4.4,22,9.414207472710387,False,True,False,False,True,False
CDCE,LUDHRES05DEL01,20,4.7,21,1.4638911485541741,False,True,False,False,False,True
BB6A,COIMBRES18DEL02,34,4.2,48,20.211791494903654,False,False,True,False,True,False
28F3,MUMRES08DEL02,26,4.7,28,12.218115841455665,True,False,False,False,True,False
806A,JAPRES13DEL02,33,4.4,40,11.905861749702474,False,False,False,False,True,False
8117,INDORES09DEL03,34,4.7,26,9.06218615243449,True,False,False,False,False,True
5C10,VADRES18DEL03,28,5.0,17,4.707104052532131,False,False,True,False,True,False
1F70,INDORES06DEL02,26,4.8,17,19.632314732102273,False,False,True,False,False,True
6840,INDORES12DEL03,37,4.2,45,13.591608297249033,True,False,False,False,True,False
2A02,SURRES04DEL03,31,4.0,27,9.107215808103613,False,False,False,False,True,False
3E+41,INDORES20DEL03,32,4.3,31,13.592319121658754,False,False,True,True,False,False
52F4,HYDRES13DEL01,22,4.6,15,1.5341084981792636,False,False,False,False,True,False
D4C9,KOCRES01DEL02,33,4.6,24,12.458820360776192,False,False,True,False,False,True
E072,AURGRES11DEL02,30,4.8,20,3.1380694073889375,False,False,True,False,False,True
D234,LUDHRES11DEL02,28,4.9,18,2.9278774517243162,False,False,False,False,False,True
5650,MYSRES17DEL02,35,4.7,26,7.756699817828701,False,True,False,False,True,False
181B,HYDRES16DEL02,39,4.9,27,7.669965433276151,False,True,False,False,True,False
2EE8,MYSRES19DEL03,35,4.8,37,13.96135178633398,False,False,True,False,True,False
7C8D,PUNERES05DEL02,36,4.8,37,19.881709995994314,False,False,True,False,False,True
4A58,INDORES01DEL02,22,4.7,15,7.552708807307073,True,False,False,False,False,True
C151,KNPRES01DEL03,30,4.6,26,4.471311183510494,False,True,False,False,True,False
A68F,INDORES12DEL01,29,4.6,29,10.571600405915428,True,False,False,False,True,False
22AA,MUMRES02DEL01,25,4.9,24,6.106736943461254,True,False,False,False,True,False
4E6A,JAPRES03DEL02,25,4.2,29,2.976038261804114,True,False,False,False,True,False
48DB,MYSRES05DEL02,28,4.6,38,12.410432681826242,False,False,True,False,True,False
700,MUMRES14DEL01,29,4.6,11,16.793762074154593,True,False,False,True,False,False
7B56,PUNERES05DEL01,26,4.8,15,16.823444551962364,False,False,False,True,False,False
6828,VADRES13DEL02,35,4.2,41,12.09895659021292,False,False,True,False,True,False
B1CA,MYSRES20DEL03,34,4.5,30,9.307756519895385,False,False,False,False,True,False
1E+93,PUNERES04DEL01,27,4.0,31,16.82479191121949,False,False,False,False,True,False
6DA7,INDORES11DEL03,34,4.6,28,9.061426530475128,False,False,False,False,False,True
630D,CHENRES04DEL03,30,4.8,34,9.295646535921481,True,False,False,False,True,False
86D2,RANCHIRES17DEL01,34,4.8,23,10.549460104356827,False,True,False,False,True,False
B75,BANGRES20DEL01,27,4.8,24,1.549521034342308,False,True,False,False,False,True
6E+75,MUMRES03DEL01,35,4.6,27,6.106693540212503,False,True,False,False,True,False
4898,MYSRES06DEL01,28,4.1,37,6.205443433899008,False,True,False,False,True,False
123D,PUNERES08DEL01,29,2.5,34,16.823882005734124,False,False,True,False,True,False
8000,RANCHIRES07DEL02,22,3.9,52,3.0145444437399687,True,False,False,False,True,False
91D,PUNERES06DEL03,29,4.6,18,9.176983903804434,False,True,False,False,False,True
8C4,SURRES16DEL03,29,4.6,46,9.107582743160684,True,False,False,False,True,False
7DEC,SURRES08DEL03,31,4.2,40,13.660196747006776,False,False,False,False,True,False
AD8,PUNERES05DEL03,26,4.7,16,9.177049632235144,True,False,False,False,True,False
B153,CHENRES05DEL01,22,4.5,27,6.196872084447012,False,True,False,False,False,True
15FD,VADRES15DEL01,33,5.0,23,10.983241696284244,False,False,True,False,True,False
6525,MUMRES19DEL03,32,5.0,39,4.581196682217199,False,False,False,False,False,True
66B5,RANCHIRES17DEL02,27,4.6,12,7.535583995571486,False,False,False,False,False,True
6C13,JAPRES08DEL02,37,4.9,29,11.902924672837507,True,False,False,True,False,False
788A,PUNERES04DEL03,30,4.5,17,9.177783656275444,True,False,False,False,True,False
5DDA,PUNERES16DEL02,32,5.0,21,7.647789157646795,True,False,False,False,True,False
C7E9,KOCRES06DEL01,29,4.6,18,10.901492727897562,False,True,False,False,True,False
606C,COIMBRES14DEL02,20,4.6,22,7.7744964674614065,False,False,False,False,True,False
A494,SURRES19DEL03,34,4.5,17,4.554153294969161,False,True,False,False,True,False
8565,JAPRES18DEL03,25,4.8,24,4.463962781432896,True,False,False,False,True,False
207F,VADRES01DEL02,38,4.8,25,19.659356690368107,False,True,False,False,True,False
AE33,CHENRES07DEL01,30,4.4,32,10.843721893347185,False,False,True,False,True,False
DAEF,AGRRES13DEL01,21,4.2,35,10.405211613371423,False,True,False,False,True,False
2A74,BANGRES20DEL03,22,4.8,19,9.296679247291038,False,False,True,False,False,True
CAF1,DEHRES04DEL02,25,4.8,30,11.737923768988582,False,False,False,False,True,False
5C5,PUNERES19DEL01,29,4.6,28,6.117941643988989,False,False,True,False,True,False
3879,BANGRES010DEL02,24,4.9,17,7.747885462548287,True,False,False,False,False,True
1796,BANGRES14DEL01,30,4.1,33,1.5495871139522706,False,True,False,False,True,False
2A43,PUNERES06DEL01,20,5.0,27,16.823323902378387,False,False,True,False,True,False
9F13,BANGRES13DEL02,35,4.1,21,3.0992292872260383,False,False,False,False,True,False
42A1,JAPRES11DEL03,30,4.6,26,8.927789411307542,True,False,False,False,True,False
7156,RANCHIRES18DEL03,32,4.9,25,4.521861258383032,False,True,False,False,False,True
E102,GOARES12DEL03,38,4.0,32,4.623632112070283,False,False,False,False,True,False
61A7,BANGRES11DEL02,30,4.0,31,3.09923698706867,False,True,False,False,True,False
12D8,VADRES19DEL02,38,4.5,39,19.659104803877018,True,False,False,True,False,False
8A1A,SURRES14DEL01,38,4.2,36,10.625437937035716,False,False,False,False,True,False
23EE,BANGRES13DEL02,36,4.2,49,20.142861143258497,False,True,False,False,True,False
234F,COIMBRES03DEL02,27,4.6,20,7.774224002698605,False,False,True,False,False,True
DAD4,BHPRES20DEL01,31,4.8,30,16.584431162502657,False,False,False,False,True,False
5857,JAPRES11DEL02,36,4.7,27,7.439967826807072,False,False,True,False,True,False
B1A1,CHENRES08DEL02,31,4.3,51,20.139489814110593,False,True,False,False,True,False
6BF6,COIMBRES06DEL03,26,4.8,17,13.993230923259892,False,False,True,True,False,False
C77C,GOARES09DEL02,28,4.8,19,7.709611116068396,True,False,False,True,False,False
D92D,KOLRES16DEL01,30,4.6,47,16.622841671723474,True,False,False,False,True,False
D452,DEHRES09DEL02,30,4.2,34,7.336924519767817,True,False,False,False,True,False
796D,HYDRES15DEL03,22,4.7,17,4.601874452778276,True,False,False,False,False,True
AF01,CHENRES19DEL03,26,4.7,16,4.648349677934942,True,False,False,False,True,False
BB45,MUMRES08DEL01,31,4.5,26,10.69100092566136,False,True,False,False,True,False
11D9,JAPRES15DEL01,28,4.8,24,5.952358021805274,False,False,False,False,True,False
D32F,BHPRES14DEL03,29,5.0,42,14.121309628180253,False,False,False,False,True,False
A5E1,MUMRES06DEL02,26,4.7,19,19.853603911818123,True,False,False,False,True,False
2AC6,CHENRES17DEL02,31,4.8,40,20.13858887339997,False,True,False,False,True,False
5C93,HYDRES15DEL02,39,3.6,32,12.270876910294279,True,False,False,False,False,True
2F2B,INDORES20DEL01,22,4.7,15,6.041529490667358,False,False,True,False,True,False
C4A8,KOCRES06DEL01,39,4.6,25,1.5574255599993443,True,False,False,False,True,False
760,MYSRES04DEL03,29,4.6,14,9.308258482124039,False,False,False,False,False,True
21C9,MYSRES17DEL02,24,4.9,19,3.102765054159252,False,False,False,False,True,False
A444,INDORES13DEL02,27,4.8,28,19.63121915859949,True,False,False,False,False,True
CDEF,LUDHRES04DEL02,24,4.2,50,7.318548931445494,False,False,True,False,True,False
2167,INDORES13DEL03,25,4.2,36,13.591743492035286,False,False,False,False,True,False
4.3E+02,INDORES05DEL01,37,5.0,20,6.041633175889473,False,False,True,True,False,False
D0D1,DEHRES14DEL03,29,4.6,40,8.804618435414957,False,True,False,False,True,False
D2F8,AURGRES04DEL02,20,4.6,17,3.0477436248537875,False,False,False,True,False,False
74C8,CHENRES17DEL01,23,4.9,18,1.549302295793992,False,False,True,False,True,False
D738,DEHRES19DEL03,38,4.9,23,4.401599583718164,False,False,True,False,False,True
7E2C,JAPRES20DEL01,20,4.7,28,10.413406275387722,False,False,True,False,False,True
3469,COIMBRES01DEL02,22,5.0,25,7.774335904782853,False,False,True,False,True,False
8FC5,COIMBRES05DEL01,30,5.0,40,10.883786966709636,False,False,False,False,True,False
102F,HYDRES04DEL02,22,5.0,26,19.941385867885913,False,True,False,False,True,False
A3B5,INDORES09DEL02,37,5.0,48,12.082515888990242,False,False,True,False,True,False
1E+06,BANGRES010DEL01,30,5.0,36,10.846831391713856,False,False,True,False,True,False
2E3B,COIMBRES20DEL02,21,4.7,24,20.212680295861603,False,False,True,False,True,False
1C73,VADRES05DEL02,33,4.8,18,7.562208879649091,False,True,False,True,False,False
B776,MUMRES13DEL02,24,5.0,29,7.634236711867245,False,False,False,False,False,True
587F,CHENRES16DEL02,27,4.7,27,12.393479135474136,True,False,False,False,True,False
4A79,COIMBRES04DEL01,22,4.5,26,10.88373929906829,False,False,False,False,True,False
411B,SURRES14DEL02,30,4.8,20,3.036073580509908,False,False,False,False,True,False
88CE,INDORES15DEL01,27,4.6,18,16.610756501989794,False,False,True,False,True,False
A73A,BANGRES16DEL01,20,4.9,11,17.041212810860895,False,False,False,False,True,False
8616,INDORES010DEL02,38,3.7,37,19.63089520627813,True,False,False,False,False,True
A168,RANCHIRES16DEL02,35,4.9,47,12.056467912278185,False,True,False,False,True,False
CB30,AGRRES08DEL01,22,4.3,27,1.486625443852458,True,False,False,False,True,False
2EF6,HYDRES07DEL01,35,5.0,30,10.738136234232549,False,False,False,False,False,True
7F2E,COIMBRES17DEL03,28,4.9,27,4.6646029783419385,True,False,False,False,False,True
B26,RANCHIRES01DEL01,35,4.9,25,1.5070049749662857,True,False,False,False,True,False
924A,INDORES03DEL01,33,4.7,18,6.041138156550312,False,False,False,False,True,False
6075,HYDRES07DEL01,21,4.9,16,16.873347387885367,False,False,False,False,True,False
E16F,LUDHRES20DEL03,24,5.0,18,4.39185747578328,False,True,False,False,True,False
CF89,KOCRES02DEL02,29,4.8,20,3.1146185513864597,False,True,False,False,True,False
D388,KOCRES15DEL02,20,5.0,22,12.457928458269533,False,False,False,False,True,False
BE51,PUNERES09DEL02,36,4.7,25,7.647792401997624,False,True,False,False,False,True
14D5,MUMRES16DEL01,29,4.7,20,10.689377930173068,False,False,False,False,True,False
366A,VADRES19DEL01,38,4.7,26,1.5125333715626577,False,False,False,False,False,True
C192,LUDHRES19DEL03,32,4.9,30,8.78249479374544,False,True,False,False,True,False
1.5E+02,MUMRES20DEL01,27,4.7,15,6.108760689155292,False,False,False,False,True,False
35F5,HYDRES15DEL01,34,4.2,28,1.5339975116617346,False,True,False,False,True,False
D041,AGRRES07DEL03,24,4.7,10,20.807497131813285,False,True,False,False,True,False
CE5F,LUDHRES16DEL03,37,4.9,25,13.173286318996363,False,True,False,False,False,True
4CAE,COIMBRES04DEL03,36,4.6,20,4.6646127412632294,False,True,False,False,True,False
D36B,KOLRES02DEL03,37,4.3,35,13.602045810953301,False,False,False,False,True,False
9A35,BANGRES14DEL01,22,4.8,17,6.198170058205873,True,False,False,False,False,True
3291,MYSRES11DEL02,23,4.5,11,12.410449792093456,False,False,True,False,False,True
DE73,AGRRES15DEL01,21,4.1,42,10.983241696284244,False,False,False,False,False,True
8607,MYSRES19DEL02,32,4.9,20,3.102721585192909,False,True,False,False,True,False
D95E,KNPRES02DEL03,36,4.6,26,4.471515679698732,False,True,False,False,True,False
8018,PUNERES14DEL02,38,4.9,28,7.648215327844156,True,False,False,False,True,False
DAC8,AGRRES02DEL03,20,4.7,18,14.121309628180253,True,False,False,False,True,False
AAC5,BANGRES13DEL02,21,5.0,25,20.142861143258497,False,False,False,True,False,False
E11E,KNPRES010DEL01,23,4.1,21,1.4905271004214893,False,False,False,False,True,False
2E2B,JAPRES14DEL02,35,5.0,25,11.903926009449917,False,True,False,False,True,False
AC44,JAPRES20DEL02,29,4.8,17,11.900805953032062,False,False,True,False,True,False
45FF,MYSRES14DEL03,31,4.9,21,9.414207472710387,False,False,False,False,True,False
2D57,COIMBRES11DEL02,35,4.8,27,3.1098846908757523,False,False,True,False,True,False
348F,VADRES07DEL03,35,4.3,43,14.121309628180253,False,False,False,True,False,False
1F94,HYDRES05DEL02,36,4.6,28,7.670103460594373,False,True,False,False,True,False
65FD,PUNERES16DEL02,33,4.8,35,12.236043012743853,True,False,False,False,True,False
6B50,MUMRES15DEL01,26,4.9,23,10.687692480486225,False,False,False,False,True,False
71F,CHENRES06DEL02,29,4.6,15,20.13824237750315,True,False,False,False,False,True
4894,CHENRES03DEL02,38,4.1,33,20.13677616835183,False,False,False,False,True,False
BD0C,PUNERES13DEL01,36,5.0,36,16.82258132783111,False,True,False,False,True,False
4798,INDORES17DEL01,25,4.5,15,1.5103126299648915,True,False,False,False,True,False
671D,PUNERES07DEL02,38,4.7,10,3.059155402867807,False,False,False,False,False,True
C4B7,BHPRES03DEL03,22,4.6,33,4.523953567053301,False,False,False,False,True,False
C114,AURGRES12DEL02,29,4.6,32,7.618948769138416,True,False,False,False,True,False
5A19,SURRES04DEL02,37,4.6,28,19.730165083396134,False,True,False,False,True,False
3897,RANCHIRES13DEL01,32,4.5,29,16.576592238300005,False,True,False,False,True,False
B902,HYDRES17DEL02,36,4.6,30,3.06801652533814,False,False,False,False,False,True
6930,MUMRES09DEL03,33,4.3,39,13.747942635381355,False,False,True,False,True,False
7935,VADRES18DEL02,35,4.8,46,20.397442775188328,False,True,False,False,True,False
4576,SURRES11DEL02,22,4.8,12,7.589832671093596,False,True,False,False,False,True
4.8E+06,VADRES06DEL03,32,4.9,24,9.074436846461325,False,False,False,False,True,False
8141,MYSRES13DEL03,37,4.7,29,4.654235823749315,False,True,False,False,False,True
36B3,VADRES06DEL02,23,4.5,27,19.65904441180137,True,False,False,False,False,True
9BE8,PUNERES03DEL02,37,4.5,45,19.881126900376607,False,False,False,False,True,False
645,MUMRES09DEL01,29,4.6,37,10.693142439128849,False,False,True,False,False,True
DB10,AGRRES03DEL02,24,4.9,29,11.891391349003795,False,False,False,False,True,False
2.7E+10,CHENRES19DEL01,25,4.9,29,6.1977399151548,True,False,False,False,False,True
A360,COIMBRES14DEL02,32,4.7,18,7.7744964674614065,False,False,True,False,False,True
4913,COIMBRES03DEL01,22,4.7,16,10.883734942367136,False,False,False,True,False,False
1306,MUMRES09DEL02,26,4.6,23,19.85703068063584,False,False,True,False,False,True
48CB,MYSRES18DEL02,32,3.7,33,12.410115517669745,False,False,True,False,True,False
1D99,HYDRES11DEL02,24,4.1,34,12.271798836615678,False,False,False,True,False,False
9FA8,SURRES010DEL01,23,4.8,22,6.071710271577742,False,False,False,False,True,False
A072,INDORES19DEL02,24,4.1,36,12.081730065273959,False,False,True,False,False,True
8D8,COIMBRES05DEL02,29,4.6,16,3.1097808850159536,True,False,False,False,True,False
775F,MYSRES06DEL01,21,4.6,20,17.063874784931702,False,True,False,True,False,False
FB8,INDORES18DEL01,26,4.5,21,16.611017637184716,False,False,False,False,True,False
A681,SURRES18DEL02,29,4.8,21,7.590017577593426,False,False,False,False,True,False
546F,BANGRES14DEL02,22,4.8,26,7.74763816269579,False,False,True,False,True,False
1EF0,MYSRES19DEL01,27,4.6,27,6.2053296310718675,False,True,False,False,False,True
8403,JAPRES18DEL03,27,4.7,17,13.390339808216725,False,False,True,False,True,False
BFF6,LUDHRES05DEL02,35,3.8,34,19.025615825853446,True,False,False,False,False,True
686D,VADRES20DEL03,25,4.5,11,9.07447898190687,False,True,False,False,True,False
14F6,MYSRES04DEL01,25,4.9,31,10.8595355556471,False,True,False,True,False,False
117C,MYSRES05DEL01,22,5.0,27,6.205443615404849,True,False,False,False,True,False
1CD0,COIMBRES03DEL02,30,3.6,39,12.438452034187614,False,False,True,False,True,False
3E7F,INDORES01DEL01,32,4.4,22,1.5106412690370932,False,False,False,False,True,False
630B,BANGRES11DEL01,31,5.0,26,17.04433026158702,False,False,True,False,False,True
4B01,RANCHIRES15DEL02,31,4.1,41,12.056531044073676,False,False,True,False,True,False
9A11,JAPRES13DEL03,30,4.9,25,13.393836726393172,False,False,False,False,False,True
93D8,COIMBRES09DEL03,36,4.8,27,4.664736409311263,False,True,False,False,True,False
3B90,PUNERES06DEL02,36,4.7,29,3.059161133141076,False,True,False,False,False,True
1EFC,RANCHIRES12DEL01,21,4.6,10,1.5690347154047224,False,True,False,False,True,False
750B,PUNERES03DEL03,26,4.6,15,9.176780971328203,False,False,True,False,False,True
BB88,RANCHIRES17DEL03,39,4.5,29,4.521503515521098,False,False,False,False,True,False
